SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDRETH1,RIDRETH3,RIDEXMON,DMQMILIZ,DMDBORN4,DMDCITZN,DMDEDUC2,DMDMARTL,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU
66044,7,2,1,14,5,6,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12013.02156,13498.577363999999,3,92,12.0,12.0,,5,5,0,2,0,1,47,1.0,3.0,1.0,3.0
66045,7,2,1,55,3,3,1.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,22506.522055,23661.545768,1,98,4.0,4.0,0.75,4,4,0,1,0,2,48,1.0,2.0,1.0,3.0
66046,7,2,2,0,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,9767.083234,10416.172562,3,92,8.0,8.0,2.0,4,4,2,0,0,1,30,1.0,4.0,1.0,4.0
66047,7,2,2,0,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,3594.351671,3811.4126890000002,2,99,6.0,6.0,1.11,5,5,1,2,0,2,41,1.0,2.0,5.0,
66048,7,2,2,6,5,6,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,10387.513218,11140.943027,1,92,77.0,77.0,,4,4,1,1,0,2,40,2.0,4.0,1.0,4.0
66049,7,2,1,73,2,2,2.0,2.0,2,2.0,5.0,1.0,2,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,,12343.565567,12789.649007,3,90,10.0,10.0,3.04,4,4,0,0,2,2,80,2.0,1.0,3.0,
66050,7,2,2,80,4,4,1.0,2.0,1,1.0,4.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,10072.885959000001,10423.387676,2,100,2.0,2.0,0.78,1,1,0,0,1,2,80,1.0,4.0,2.0,
66051,7,2,1,40,3,3,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,30451.148148,30372.925419,2,101,4.0,4.0,0.73,5,5,1,2,0,1,40,1.0,5.0,1.0,5.0
66052,7,2,2,43,3,3,1.0,2.0,1,1.0,4.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,138322.767578,145546.941919,1,101,7.0,7.0,2.31,2,2,0,1,0,2,43,1.0,4.0,3.0,
66053,7,2,2,65,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,133492.667054,133041.068157,1,95,14.0,14.0,5.0,2,2,0,0,2,2,65,1.0,4.0,1.0,4.0
66054,7,2,2,33,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,95214.22557000001,100722.00925599999,1,97,15.0,15.0,5.0,4,4,1,1,0,2,33,1.0,5.0,1.0,3.0
66055,7,2,1,4,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,7311.663111,7763.016267,2,93,4.0,4.0,0.56,5,5,2,1,0,1,27,1.0,2.0,6.0,
66056,7,2,2,57,4,4,2.0,2.0,1,1.0,3.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,23325.73926,22943.576186000002,1,101,10.0,10.0,5.0,1,1,0,0,0,2,57,1.0,3.0,3.0,
66057,7,2,2,48,4,4,2.0,2.0,1,1.0,2.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,24004.078396,24148.43488600001,2,99,2.0,2.0,0.81,1,1,0,0,0,2,48,1.0,2.0,5.0,
66058,7,2,2,74,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,64463.340883000004,65151.773075,1,91,8.0,8.0,3.4,2,2,0,0,2,2,74,1.0,4.0,1.0,2.0
66059,7,2,1,60,2,2,2.0,2.0,2,1.0,4.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11019.434708,11234.197915,3,91,15.0,15.0,4.47,4,4,0,1,2,2,79,1.0,4.0,3.0,
66060,7,2,2,8,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15148.721588,15796.67129,2,91,8.0,1.0,0.0,3,1,0,2,0,2,33,2.0,4.0,5.0,
66061,7,2,1,34,3,3,1.0,2.0,1,1.0,1.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,22295.761588999998,23482.073935,3,92,4.0,4.0,1.34,1,1,0,0,0,1,34,1.0,1.0,6.0,
66062,7,2,1,7,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,23729.905536000002,29042.695219999998,1,101,3.0,3.0,0.61,4,4,1,2,0,1,38,1.0,2.0,4.0,
66063,7,2,1,0,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,4944.997189,5222.307037,2,103,13.0,13.0,,5,5,2,1,0,1,32,2.0,2.0,1.0,2.0
66064,7,2,2,3,1,1,1.0,,1,1.0,,,2,1.0,2,1.0,2.0,2.0,,,,,21465.084926,22148.063325,1,92,4.0,4.0,0.74,4,4,1,1,0,1,42,2.0,3.0,1.0,4.0
66065,7,2,2,2,5,6,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,8173.8166150000025,8894.954740000001,1,97,14.0,14.0,4.5,3,3,1,0,0,1,30,1.0,5.0,1.0,5.0
66066,7,2,2,80,3,3,2.0,2.0,1,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,34718.816885,38024.444986,1,91,15.0,15.0,5.0,3,3,0,0,2,1,60,1.0,5.0,1.0,3.0
66067,7,2,2,7,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,10994.192555,11605.838362,2,97,3.0,3.0,0.46,5,5,0,3,0,1,40,1.0,2.0,1.0,3.0
66068,7,2,1,76,5,6,1.0,2.0,2,2.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,6945.351825,7467.825932,1,103,5.0,5.0,0.65,6,6,0,0,1,2,26,2.0,4.0,5.0,
66069,7,1,2,55,2,2,,2.0,2,1.0,2.0,4.0,2,2.0,2,2.0,2.0,2.0,,,,,24902.414228999998,0.0,1,90,77.0,77.0,,2,2,0,0,0,2,55,2.0,2.0,4.0,
66070,7,2,2,62,4,4,2.0,2.0,1,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12174.606153,16326.594828,1,90,7.0,7.0,1.3,5,5,1,2,1,2,62,1.0,2.0,2.0,
66071,7,2,2,65,4,4,2.0,2.0,1,1.0,3.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11862.436765,13289.857171,1,90,7.0,7.0,3.85,1,1,0,0,1,2,65,1.0,3.0,1.0,
66072,7,1,1,77,3,3,,2.0,1,1.0,3.0,1.0,1,2.0,2,,,,,,,,38226.070502999995,0.0,1,99,,,,2,2,0,0,2,1,77,1.0,3.0,1.0,
66073,7,2,1,80,1,1,1.0,2.0,2,7.0,1.0,2.0,2,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,,8388.502332,8563.888023,2,92,12.0,12.0,,7,7,0,1,2,2,64,2.0,1.0,2.0,
66074,7,1,1,42,4,4,,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,,,,,18790.641284,0.0,2,100,15.0,15.0,5.0,4,3,0,2,0,1,42,1.0,3.0,5.0,
66075,7,2,1,69,5,6,1.0,2.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,3.0,12579.986433,13271.133625,1,92,7.0,7.0,2.1,3,3,0,0,2,1,37,2.0,5.0,5.0,
66076,7,2,1,17,2,2,1.0,2.0,2,2.0,,,2,2.0,2,1.0,2.0,2.0,2.0,2.0,2.0,2.0,22721.243258000002,23068.54541100001,2,102,5.0,5.0,0.59,7,7,1,3,0,1,37,2.0,1.0,6.0,
66077,7,2,1,63,3,3,2.0,1.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,22234.74698,22519.946153999997,2,94,15.0,15.0,5.0,2,2,0,0,1,1,63,1.0,5.0,1.0,4.0
66078,7,2,1,3,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,32718.806351,38337.758985,1,94,6.0,6.0,1.21,4,4,2,0,0,1,27,1.0,2.0,1.0,2.0
66079,7,2,1,54,4,4,1.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,26135.885159,26946.665552,2,101,4.0,4.0,1.65,1,1,0,0,0,1,54,1.0,3.0,5.0,
66080,7,2,1,8,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,10651.061092,11315.742189,1,90,6.0,6.0,1.57,3,3,0,1,0,2,36,1.0,3.0,5.0,
66081,7,1,1,8,4,4,,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,14610.93355,0.0,2,102,14.0,14.0,3.8,4,4,0,2,0,1,47,1.0,4.0,1.0,4.0
66082,7,2,2,9,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,10332.067017,12551.283611,1,100,9.0,9.0,2.6,4,4,0,1,0,1,45,1.0,3.0,1.0,3.0
66083,7,2,1,21,3,3,1.0,2.0,1,1.0,1.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,36038.266622,37278.43838,2,101,3.0,3.0,0.3,7,7,1,2,0,2,50,1.0,2.0,4.0,
66084,7,2,2,76,3,3,2.0,2.0,1,1.0,3.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,73204.401173,80916.420945,2,91,7.0,7.0,3.13,1,1,0,0,1,2,76,1.0,3.0,3.0,
66085,7,2,2,5,5,7,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,27969.562936000002,30869.74892300001,3,91,7.0,7.0,1.57,4,4,2,0,0,2,29,2.0,3.0,1.0,3.0
66086,7,1,2,80,2,2,,2.0,2,1.0,1.0,2.0,2,1.0,2,1.0,2.0,2.0,,,,,10430.111347,0.0,2,90,7.0,7.0,0.89,7,7,1,3,3,1,60,2.0,3.0,1.0,3.0
66087,7,2,2,18,2,2,2.0,2.0,2,1.0,,,1,2.0,2,2.0,2.0,1.0,1.0,2.0,2.0,1.0,19458.108146000002,21037.021471,2,91,4.0,4.0,0.94,3,3,0,1,0,2,50,2.0,1.0,4.0,
66088,7,2,1,2,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,5662.231921000001,5835.1789130000025,1,99,5.0,5.0,1.13,3,3,1,1,0,2,30,1.0,1.0,4.0,
66089,7,2,1,34,3,3,1.0,1.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,17802.31438,18635.96967,1,102,3.0,3.0,0.92,1,1,0,0,0,1,34,1.0,4.0,5.0,
66090,7,2,2,25,1,1,1.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,,,,,50915.06085,51518.363256,3,92,7.0,7.0,2.1,3,3,1,1,0,2,25,1.0,4.0,5.0,
66091,7,2,1,41,3,3,2.0,2.0,1,1.0,2.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,32980.717958,33092.243754,1,95,3.0,3.0,0.76,3,3,0,0,1,1,41,1.0,2.0,1.0,4.0
66092,7,2,2,68,5,6,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,17243.546687000002,17909.086027,1,92,9.0,9.0,3.64,2,2,0,0,2,1,77,1.0,5.0,1.0,4.0
66093,7,2,2,41,4,4,1.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,29010.447112,32633.46257,1,100,5.0,5.0,2.15,1,1,0,0,0,2,41,1.0,4.0,5.0,
66094,7,2,1,25,5,6,1.0,2.0,2,2.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,3.0,14385.653725999999,15564.966804,2,101,8.0,6.0,2.8,2,1,0,0,0,1,24,2.0,5.0,5.0,
66095,7,2,2,72,3,3,2.0,2.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,64368.917314,67563.498341,1,90,8.0,8.0,3.3,2,2,0,0,2,1,77,2.0,2.0,1.0,5.0
66096,7,2,2,26,1,1,1.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,34906.069211,35828.732314,1,103,1.0,1.0,0.03,3,3,0,0,0,1,50,1.0,2.0,3.0,
66097,7,2,2,11,5,7,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16195.492816999998,16951.263709,3,91,5.0,5.0,0.65,7,7,0,4,0,2,39,1.0,3.0,4.0,
66098,7,2,1,29,4,4,2.0,1.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,,,,,15920.644312,16085.139317,1,96,7.0,7.0,2.23,3,3,1,0,0,1,29,2.0,5.0,1.0,5.0
66099,7,2,1,15,5,6,1.0,,2,2.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,10346.302718,11006.15627,2,91,15.0,15.0,4.63,7,7,1,2,0,1,36,2.0,4.0,1.0,3.0
66100,7,2,2,16,4,4,2.0,,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11711.384457,11743.959438,2,95,4.0,4.0,0.84,3,3,0,1,0,2,40,1.0,3.0,3.0,
66101,7,2,2,20,3,3,1.0,2.0,1,1.0,3.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,48943.054903,67007.11108300001,2,98,1.0,1.0,0.23,2,2,1,0,0,2,20,1.0,3.0,6.0,
66102,7,2,2,2,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,11846.491501999999,12833.518532,2,101,3.0,3.0,0.46,5,5,1,2,0,1,34,1.0,2.0,6.0,
66103,7,2,1,25,3,3,1.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,101419.325386,103801.228657,1,100,6.0,6.0,1.31,3,3,0,0,2,1,65,1.0,5.0,1.0,5.0
66104,7,2,2,50,3,3,1.0,2.0,1,1.0,2.0,4.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,32467.087681,32793.115,2,101,3.0,3.0,0.3,7,7,1,2,0,2,50,1.0,2.0,4.0,
66105,7,2,1,6,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,68423.58456599999,71489.62389500001,1,98,15.0,15.0,3.7,5,5,2,1,0,1,34,1.0,5.0,1.0,5.0
66106,7,2,2,2,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,7660.112391,8143.030995,2,99,13.0,13.0,,6,6,2,1,0,2,31,1.0,4.0,6.0,
66107,7,2,1,16,4,4,2.0,,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,13416.172328,13756.125081999999,1,96,14.0,14.0,2.19,7,7,0,2,0,1,39,1.0,2.0,1.0,3.0
66108,7,2,1,53,5,6,1.0,2.0,2,1.0,1.0,1.0,1,2.0,1,1.0,2.0,2.0,1.0,2.0,1.0,3.0,20111.196953,20296.097622,1,92,4.0,4.0,0.76,4,4,0,0,0,2,53,2.0,1.0,1.0,1.0
66109,7,2,1,32,3,3,1.0,2.0,1,1.0,2.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,15561.574634,17154.493542,1,98,6.0,6.0,0.81,6,6,0,4,0,2,34,,,1.0,2.0
66110,7,2,1,63,3,3,2.0,1.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,105578.507837,104500.803223,1,99,15.0,15.0,5.0,2,2,0,0,2,1,63,1.0,5.0,1.0,
66111,7,2,2,26,4,4,2.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,26311.803433,25091.046888,1,97,15.0,15.0,5.0,6,6,0,1,1,2,53,1.0,4.0,1.0,
66112,7,1,2,33,4,4,,2.0,2,2.0,3.0,5.0,1,2.0,1,1.0,2.0,1.0,,,,,29610.00811100001,0.0,2,93,1.0,1.0,0.2,2,2,1,0,0,2,33,2.0,3.0,5.0,
66113,7,2,1,40,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,,,,,105141.812429,109679.354704,1,98,15.0,15.0,5.0,4,4,1,1,0,1,40,1.0,4.0,1.0,5.0
66114,7,2,2,39,3,3,1.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,21306.824647,21522.187675999998,2,98,3.0,3.0,0.38,5,5,0,4,0,2,39,1.0,4.0,5.0,
66115,7,2,2,59,3,3,2.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,196995.351093,202246.928022,1,91,10.0,10.0,3.51,3,3,0,0,1,1,21,1.0,4.0,5.0,
66116,7,2,1,47,4,4,1.0,2.0,1,1.0,4.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,28542.421068,28714.346279,2,101,5.0,5.0,1.36,2,2,0,0,1,1,79,1.0,4.0,2.0,
66117,7,2,2,16,3,3,2.0,,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,65698.16661900001,66553.178083,2,95,15.0,15.0,5.0,2,2,0,1,0,2,52,1.0,5.0,3.0,
66118,7,2,1,10,1,1,1.0,,2,2.0,,,2,1.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,13581.60325,14182.420159000001,1,100,99.0,99.0,,7,7,2,3,0,2,35,2.0,1.0,1.0,
66119,7,2,1,14,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,59545.10174500001,58762.542428999994,1,102,8.0,8.0,1.6,7,7,0,4,0,2,39,1.0,4.0,1.0,4.0
66120,7,2,2,3,4,4,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,8451.169331000001,8918.740308,2,99,13.0,13.0,,5,5,2,0,0,2,21,1.0,3.0,5.0,
66121,7,2,1,47,3,3,2.0,2.0,1,1.0,5.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,146181.198007,146233.940601,2,91,15.0,15.0,5.0,3,2,0,0,1,1,47,1.0,5.0,5.0,
66122,7,2,1,2,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,47507.75749700001,52569.646908999996,1,101,8.0,8.0,1.85,5,5,3,0,0,2,31,1.0,2.0,1.0,2.0
66123,7,2,2,29,3,3,2.0,2.0,1,1.0,4.0,6.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,35250.588028,36394.049804,2,95,4.0,4.0,0.79,3,3,1,0,0,1,50,1.0,4.0,6.0,
66124,7,2,2,37,1,1,1.0,2.0,2,1.0,1.0,1.0,2,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0,38218.668882,37878.487887999996,2,102,7.0,7.0,1.04,7,7,1,2,0,2,37,2.0,1.0,1.0,2.0
66125,7,2,2,46,2,2,1.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,37411.196266,38309.127338,1,102,14.0,14.0,4.59,3,3,0,0,1,2,46,1.0,4.0,1.0,1.0
66126,7,2,2,67,4,4,1.0,2.0,1,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12751.545122,13320.887973,2,101,9.0,9.0,4.08,2,2,0,0,2,2,67,1.0,5.0,1.0,3.0
66127,7,2,2,61,4,4,2.0,2.0,1,1.0,4.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11696.973403,11982.125462,2,97,7.0,7.0,2.65,2,2,0,1,1,2,61,1.0,4.0,3.0,
66128,7,2,2,1,2,2,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,8230.248767000001,8808.52375,2,100,15.0,15.0,4.26,5,5,1,1,0,1,54,1.0,4.0,1.0,5.0
66129,7,2,2,60,3,3,2.0,2.0,1,1.0,5.0,3.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,97050.01839900001,96721.703127,1,99,12.0,12.0,,1,1,0,0,1,2,60,1.0,5.0,3.0,
66130,7,2,2,0,3,3,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,24719.075550999998,24047.650564,2,91,10.0,10.0,3.4,3,3,1,0,0,2,32,1.0,5.0,1.0,5.0
66131,7,2,2,36,3,3,2.0,2.0,1,1.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,77778.94930800001,78018.093799,1,101,6.0,6.0,0.97,7,7,2,1,0,1,43,1.0,2.0,1.0,
66132,7,2,1,26,3,3,2.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,29738.952706,30589.306008,2,94,6.0,3.0,0.68,3,2,0,0,0,1,26,1.0,4.0,5.0,
66133,7,2,1,40,2,2,1.0,1.0,2,1.0,3.0,6.0,1,2.0,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,39096.402803,46193.238956,2,91,14.0,7.0,3.94,3,1,0,1,0,1,40,2.0,3.0,6.0,
66134,7,2,1,4,1,1,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,14505.510202000001,15541.607306,2,94,8.0,8.0,2.7,3,3,1,0,0,1,27,1.0,3.0,1.0,4.0
66135,7,2,1,24,4,4,2.0,2.0,1,1.0,4.0,5.0,1,2.0,2,,,,1.0,2.0,2.0,1.0,12861.670836,12561.234288,2,99,5.0,5.0,0.65,6,6,2,1,0,2,53,1.0,4.0,3.0,
66136,7,2,1,27,3,3,2.0,2.0,2,2.0,4.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,76458.986322,98479.173389,3,90,9.0,9.0,3.64,2,2,0,0,0,1,27,2.0,4.0,1.0,5.0
66137,7,2,1,20,5,6,2.0,2.0,2,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,12135.693667,13397.909622,1,90,15.0,15.0,5.0,5,5,0,2,0,1,47,2.0,5.0,1.0,5.0
66138,7,2,2,36,5,6,1.0,2.0,2,1.0,5.0,1.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,16579.134475,17201.146893,3,91,15.0,15.0,5.0,4,4,1,1,0,1,39,2.0,5.0,1.0,5.0
66139,7,2,1,47,4,4,1.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,21571.318341,25887.074025,1,102,7.0,7.0,1.8,5,4,1,0,2,1,47,1.0,3.0,5.0,
66140,7,2,2,63,4,4,1.0,2.0,1,1.0,3.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11879.290970999999,12794.969668000002,2,96,77.0,77.0,,1,1,0,0,1,2,63,1.0,3.0,5.0,
66141,7,2,1,71,3,3,2.0,2.0,1,1.0,5.0,1.0,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,69210.206708,71835.969778,1,98,14.0,14.0,4.96,2,2,0,0,2,1,71,1.0,5.0,1.0,5.0
66142,7,2,1,21,4,4,1.0,2.0,1,1.0,4.0,5.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,27271.751091000002,27454.884133,2,101,6.0,2.0,0.46,3,1,0,0,0,1,21,1.0,4.0,5.0,
66143,7,2,2,2,2,2,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,9611.087345,9740.345081,2,93,9.0,9.0,2.6,4,4,2,0,0,2,20,1.0,5.0,1.0,3.0
66144,7,2,2,4,1,1,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,19235.084509,21236.049482,3,92,7.0,7.0,1.65,4,4,1,1,0,1,27,1.0,3.0,1.0,3.0
66145,7,2,2,5,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,13130.790087000001,14128.876607,2,102,5.0,3.0,0.63,5,4,2,1,0,1,24,1.0,4.0,6.0,
66146,7,2,2,6,3,3,2.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,21910.300386000006,22800.721264,1,99,3.0,3.0,0.88,2,2,0,1,0,2,48,1.0,1.0,3.0,
66147,7,2,2,57,5,6,1.0,2.0,2,2.0,5.0,2.0,1,2.0,1,1.0,2.0,1.0,1.0,2.0,2.0,,13697.309651,14098.608838,1,103,2.0,2.0,0.53,2,2,0,0,0,1,29,2.0,4.0,5.0,
66148,7,2,1,0,4,4,1.0,,1,1.0,,,1,1.0,2,1.0,2.0,2.0,,,,,7434.326058,7971.593122,1,100,8.0,8.0,1.7,5,5,2,0,0,2,26,1.0,3.0,5.0,
66149,7,2,1,18,4,4,2.0,2.0,1,1.0,,,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,17606.165994,18260.901254,2,101,14.0,14.0,4.03,4,4,0,1,0,2,40,1.0,5.0,1.0,5.0
66150,7,2,2,72,4,4,1.0,2.0,1,1.0,2.0,1.0,1,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,17029.680467,17622.254656999998,1,101,6.0,6.0,1.43,4,4,0,1,2,2,72,1.0,2.0,1.0,
66151,7,2,2,74,4,4,2.0,2.0,2,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,,,,,16291.303936000002,17381.577792,1,93,2.0,2.0,0.61,2,2,0,0,1,2,45,2.0,3.0,5.0,
66152,7,2,2,58,4,4,2.0,2.0,1,1.0,4.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,1.0,13093.362366,12735.028156999999,1,99,7.0,7.0,1.06,7,7,3,1,0,1,38,1.0,4.0,6.0,
66153,7,2,1,78,3,3,2.0,1.0,1,1.0,4.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,15176.622228,16064.120023,1,101,4.0,4.0,1.11,2,2,0,0,1,1,78,1.0,4.0,2.0,
66154,7,2,1,74,3,3,2.0,1.0,1,1.0,2.0,2.0,1,2.0,2,1.0,2.0,2.0,1.0,2.0,2.0,,68074.313029,74840.450144,1,101,3.0,3.0,1.16,1,1,0,0,1,1,74,1.0,2.0,2.0,
