respid,sample,int_date,fcall,attempt,refusal,ilang,cregion,state,density,usr,scregion,sstate,susr,sdensity,igender,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,form,llitext,phtype,qs1,q1,q2,campnii,q7,q8,q11,q12,q13,q28a,q28b,q28c,q28df1,q28e,q28ff1,q28gf1,q28hf1,q28if1,q28jf2,q28kf2,q28lf2,q28mf2,q28nf2,q28of2,q28pf2,q33af1,q33bf1,q33cf1,q33df1,q33ef2,q33ff2,q33gf2,q33hf2,q44a,q44b,q45a,q45b,q46,q50af1,q50bf1,q50cf1,q50df2,q50ef2,q51af1,q51bf1,q51cf2,q51df2,q58,q59,q64f1,q65f2,q66a,q66b,q66c,q66df1,q66e,q66ff2,q73,q74,q74a,q74b,q75,q76,q77,q78,q79,q83a,q83b,q84,q93,q96,q97,q98,q99,q100a,q100b,q100c,q100d,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,born,attend,income,reg,party,partyln,q101,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,cellweight,weight
200130,2,180918,180918,1,0,1,1,36,3,U,1,36,,3,2,2,1, , , ,1, ,,2,1,1,1,1, ,2,1,1,1,1,2,2,1,1,2,2,3, , , , , , , ,1,1,1,1, , , , ,2,1,1,2,1,2,1,1, , ,1,1, , ,4, ,2, ,2,2,5,2,2, ,1,1,2, ,3,1, ,2,1,2,4,2,1,2,2, , ,2,3,3,3,1,61,7,2,1,1, ,2, ,2,2,8,1,1, ,2,1,2,1,1,1, ,1, , ,2,0,1,9,0.5480942,0.6032327
200135,2,180918,180918,1,0,1,2,29,4,U,2,29,,4,2,2,1, , , ,1, ,,2,2,2,2,2, ,1,2,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,3,3,3,2,1,1,2,2, , ,2,2, , ,1, ,3, ,1,1,1,1,2, ,2,1,1, ,3,2, ,2,1,3,1,1,1,1,4, , , , , , ,1,66,4,2,2,2, ,1, ,1,3,3,3,2, , ,2,3,4,4,1, ,1, , ,2,0,1,1,2.5947619,2.1263933
200137,2,180918,180918,1,0,1,3,5,1,S,3,5,,2,2,1,3, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,2,2,4,3,3,3,2, , , ,2,2, , ,2,2, ,1, ,2,2,1,1, ,2,1,2,1,1, ,2, ,2,1,2,4,2,1,1,1,4,2,2, , , , ,2,65,5,2,1,1, ,1, ,2,2,7,1,2, , ,2,3,4,4,2,2,2, , ,2,0,1,9,0.7599489,0.6420126
200138,2,180918,180918,1,0,1,3,28,1,R,3,47,,4,2,1,4, , , ,1, ,,2,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,2,2, , , , , , , ,1,1,1,1, , , , ,1,1,3,2,1,2,1,1, , ,2,2, , ,3, ,2, ,2,2,2,2,1, ,1,2, ,2,3,1, ,4,2,1,4,2,1,4,2, , , , , , ,2,54,7,2,1,1, ,1, ,1,2,2,1,1, ,1,1,1,1,1,1, ,1, , ,2,0,1,1,0.9234912,0.7561385
200139,2,180918,180918,1,0,1,3,48,2,U,3,48,,2,1,2,1, , , ,2, ,,2,2,2,1,2, ,3,2,2,1,1,1, , , , , , ,1,1,1,1,1,1,2, , , , ,2,2,2,1,3,3,2,2,2, , , ,2,2, , ,2,2, ,3, ,2,2,1,1, ,2,1,1,1,1, ,2, ,1,1,1,4,1,8,1,1,4,2,2, , , , ,1,99,3,9,9,9, ,1, ,9,1,8,1,9,2, ,2,4,9,5,9,9,2, , ,1,1,1,1,1.0975644,0.7624536
200141,2,180918,180918,1,0,1,3,5,2,U,3,48,,2,2,1,1, , , ,1, ,,2,1,2,3,1, ,2,1,3,2,2,2,2,1,1,1,3,2, , , , , , , ,2,2,2,2, , , , ,2,3,2,9,1,3,1,4, , ,1,9, , ,2, ,1, ,1,1,1,9,2, ,9,9, , ,3,2, ,2,2,2,3,3,1,2,3, , , , , , ,1,71,8,2,1,1, ,1, ,1,4,9,1,1, ,2,1,2,1,1,2,2,2, , ,2,0,1,9,0.4311663,0.3507973
200144,2,180919,180918,3,0,1,3,5,2,U,3,5,,2,2,2,1, , , ,1, ,,2,1,1,2,1, ,3,1,1,1,1,1,1,1,1,1,2,2, , , , , , , ,1,1,1,1, , , , ,2,1,2,1,1,2,1,1, , ,1,1, , ,3, ,1, ,1,2,2,2,1, ,1,2, ,2,1,1, ,4,2,1,3,3,1,3,1, , , , , , ,1,50,7,2,1,1, ,1, ,1,3,9,1,1, ,2,1,2,1,1,4,2,2, , ,2,0,1,9,0.4649883,0.4988676
200146,2,180918,180918,1,0,1,2,29,1,R,2,29,,1,2,1,1, , , ,1, ,,2,2,1,4,9,1,2,2,3,2,1,4,4,3,2,1,2,2, , , , , , , ,9,1,2,2, , , , ,4,2,4,3,2,1,2,2, , ,2,2, , ,2, ,2, ,2,9,2,2,2, ,1,1,2, ,1,2, ,4,1,1,2,2,3,4,2, , , , , , ,2,67,3,2,1,1, ,12, , ,6,1,3,3,1,2,1,3,3,2,2,2,2, , ,1,1,1,1,1.4512596,0.8034014
200147,2,180918,180918,1,0,1,2,29,1,S,2,29,,4,2,1,1, , , ,2, ,,2,1,1,4,1, ,3,1,3,2,2,1, , , , , , ,1,2,4,1,1,2,4, , , , ,1,3,1,1,2,1,2,2,1, , , ,1,1, , ,1,1, ,3, ,1,2,2,1, ,1,2,1,2, ,2,1, ,1,3,1,2,3,8,3,9,2,1,1, , , , ,1,40,5,2,1,1, ,1, ,1,4,6,1,1, ,2,1,2,1,1,4,2,2, , ,2,0,1,9,1.1933901,1.5246475
200150,2,180918,180918,1,0,1,3,5,2,S,3,5,,2,2,2,1, , , ,1, ,,2,2,1,2,1, ,2,1,3,1,2,1,4,2,2,1,2,2, , , , , , , ,2,1,1,1, , , , ,9,9,2,5,1,2,1,1, , ,1,1, , ,4, ,1, ,2,1,1,1,1, ,1,2, ,9,3,1, ,3,2,3,4,2,1,4,4, , , , , , ,2,76,6,2,1,1, ,1, ,1,1,5,1,1, ,2,1,2,1,1,1, ,1, , ,2,0,1,9,0.4409797,0.3840623
200151,2,180918,180918,1,0,1,2,29,1,R,2,29,,4,2,2,2, , , ,1, ,,2,9,1,1,1, ,3,1,1,1,2,1,4,1,1,1,4,4, , , , , , , ,1,2,1,1, , , , ,1,1,2,2,2,2,1,1, , ,1,1, , ,4, ,1, ,2,1,2,1,1, ,1,2, ,2,1,1, ,9,1,1,4,8,1,3,2, , , , , , ,1,60,4,2,9,9, ,1, ,2,5,6,1,3,1,1,1,2,3,1,1, ,1, , ,1,1,1,9,0.6755952,0.4507625
200152,2,180918,180918,1,0,1,2,17,3,S,2,17,,3,2,1,1, , , ,1, ,,2,2,1,2,1, ,1,1,1,1,2,1,1,1,2,2,2,2, , , , , , , ,1,1,1,1, , , , ,2,1,2,5,1,2,1,1, , ,2,2, , ,3, ,9, ,2,2,2,2,1, ,1,2, ,2,1,1, ,2,2,2,2,4,1,4,1, , , , , , ,2,47,6,2,1,1, ,1, ,1,3,9,1,1, ,1,1,2,1,1,3,3,3, , ,2,0,1,9,0.7223268,0.7620117
200153,2,180918,180918,1,0,1,2,17,3,S,2,17,,3,2,1,1, , , ,2, ,,2,2,1,1,1, ,1,1,1,1,1,1, , , , , , ,1,1,2,3,2,1,2, , , , ,2,1,1,1,2,1,2,2,1, , , ,1,1, , ,1,1, ,1, ,1,2,2,1, ,1,2,2,2, ,2,3, ,1,1,1,2,4,8,1,4,2,2,1, , , , ,1,60,7,2,1,1, ,10, , ,5,8,1,3,1,1,1,3,3,2,3,2,2, , ,2,0,1,9,0.3012986,0.455436
200155,2,180918,180918,1,0,1,2,26,1,R,2,26,,1,2,1,1, , , ,2, ,,2,1,2,1,2, ,1,1,2,2,1,1, , , , , , ,1,1,1,1,1,1,2, , , , ,2,2,2,2,2,3,2,5,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,3, ,2,1,1,4,1,3,1,1,4,2,2, , , , ,2,75,4,2,1,1, ,9, , ,6,2,1,2, , ,2,5,5,5,1, ,1, , ,1,1,1,9,0.9276862,0.3201805
200156,2,180919,180918,2,0,1,2,17,1,R,2,17,,1,2,2,1, , , ,1, ,,2,2,2,2,2, ,1,1,2,1,1,2,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,2,2,3,2,1,1,2,2, , ,2,2, , ,1, ,2, ,1,2,1,1,2, ,1,1,1, ,3,2, ,2,1,4,2,3,1,1,4, , , , , , ,1,58,8,2,1,1, ,1, ,1,2,8,1,3,2, ,2,3,3,4,2,2,2, , ,2,0,1,1,0.5001182,0.518713
200158,2,180918,180918,1,0,1,3,47,2,U,3,47,,2,2,1,1, , , ,2, ,,2,2,2,3,2, ,1,2,3,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,2,2,2,1,2,3,2,2,2, , , ,2,2, , ,2,2, ,2, ,2,1,2,1, ,2,1,2,1,2, ,3, ,2,2,1,3,2,2,1,2,3,2,2, , , , ,2,34,3,2,1,1, ,12, , ,4,4,1,3,2, ,2,4,3,5,5,2,2, , ,2,0,1,9,2.6046013,2.5463809
200159,2,180918,180918,1,0,1,2,17,2,U,2,17,,2,2,2,1, , , ,1, ,,2,2,2,2,2, ,3,2,3,2,1,2,3,3,2,1,2,1, , , , , , , ,2,2,2,2, , , , ,3,2,3,3,2,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,9,2, ,2,9, , ,2,2, ,2,9,4,2,1,1,1,4, , ,2,9,2,3,1,65,8,2,1,1, ,2, ,2,2,8,1,2, , ,2,4,5,5,2,2,2, , ,1,1,1,1,0.3586711,0.2808725
200160,2,180921,180918,4,0,1,2,19,1,R,2,19,,1,2,1,1, , , ,2, ,,2,1,1,2,9,1,3,1,3,2,2,2, , , , , , ,2,4,1,4,1,2,2, , , , ,2,1,1,1,2,1,2,2,1, , , ,1,1, , ,1,1, ,1, ,1,2,2,1, ,1,2,1,1,2, ,3, ,1,3,2,2,3,2,1,2,2,1,2, , , , ,2,66,7,2,1,1, ,1, ,2,2,6,1,1, ,1,1,3,2,2,1, ,1, , ,1,1,1,9,0.6661194,0.2808725
200161,2,180918,180918,1,0,1,2,20,1,S,2,20,,1,1,2,1, , , ,2, ,,2,1,1,2,1, ,3,2,1,1,2,1, , , , , , ,1,1,2,1,1,2,2, , , , ,2,1,1,1,1,3,3,2,1, , , ,1,1, , ,1,1, ,2, ,2,2,1,2, ,1,2,1,2, ,2,3, ,1,3,1,2,4,2,1,4,1,9,1, , , , ,2,66,5,2,1,1, ,13, ,1,1,6,1,1, ,1,1,2,1,1,2,2,2, , ,2,0,1,9,0.9276862,0.7227105
200164,2,180918,180918,1,0,1,4,4,1,S,2,20,,4,2,2,1, , , ,2, ,,2,1,1,2,1, ,1,2,1,2,2,1, , , , , , ,1,2,3,2,1,2,4, , , , ,2,1,1,1,2,3,2,1,1, , , ,4,1, , ,1,1, ,1, ,1,2,1,2, ,1,2,1,2, ,2,3, ,1,2,1,2,3,2,2,4,3,1,2, , , , ,1,68,6,2,1,1, ,1, ,2,3,9,1,3,1,2,1,3,3,2,2,2,2, , ,2,0,1,9,0.3051024,0.40532
200165,2,180918,180918,2,0,1,3,24,4,S,3,24,,5,2,2,1, , , ,2, ,,2,2,2,1,2, ,1,1,3,2,1,1, , , , , , ,3,1,1,1,3,4,1, , , , ,2,2,1,1,4,3,1,5,1, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,1,1,1, ,3, ,2,1,1,3,2,1,1,1,4,1,1,2,4,1,9,1,52,7,2,1,1, ,2, ,2,3,9,1,2, , ,2,3,4,4,4,2,2, , ,1,1,1,9,0.3435949,0.3376154
200167,2,180924,180918,6,1,1,2,55,3,,2,55,,3,2,2,1, , , ,2, ,,2,1,1,2,9,2,2,2,3,2,2,2, , , , , , ,1,1,2,2,2,1,3, , , , ,2,2,1,1,2,3,3,3,2, , , ,4,1, , ,1,2, ,1, ,9,2,1,1, ,1,2,1,2, ,2,3, ,1,2,1,3,3,2, , , ,1,2, , , , ,1,50,6,9,9,9, ,99,1,2,4,6,2,3,9, ,9,3,3, ,4,3,3, , ,9,0,1,9,0.5439964,0.7462639
200169,2,180918,180918,1,0,1,2,29,3,S,2,29,,2,2,1,1, , , ,2, ,,2,1,1,2,1, ,1,1,1,1,1,1, , , , , , ,1,1,2,1,2,1,2, , , , ,1,1,1,1,2,1,2,1,1, , , ,1,1, , ,1,1, ,1, ,1,2,2,1, ,1,2,1,2, ,2,1, ,1,1,2,1,3,2,1,4,1,1,1, , , , ,1,50,8,2,1,1, ,1, ,2,5,7,1,1, ,1,1,2,1,1,6,2,2, , ,2,0,1,9,0.5439964,0.7462639
200173,2,180918,180918,1,0,1,3,5,1,R,3,5,,1,2,1,1, , , ,2, ,,2,1,1,3,1, ,1,1,3,1,1,1, , , , , , ,2,2,2,1,1,9,1, , , , ,2,1,1,1,2,1,4,2,9, , , ,1,1, , ,1,1, ,1, ,1,1,1,1, ,1,2,1,1,2, ,2, ,9,3,1,1,3,3,1,9,1,1,1, , , , ,2,65,4,2,1,1, ,1,1,1,3,2,1,1, ,2,1,3,2,2,1, ,1, , ,1,1,1,9,0.7599489,0.2844292
200174,2,180918,180918,1,0,1,2,18,4,S,2,18,,4,2,1,4, , , ,1, ,,2,2,1,2,1, ,1,2,1,1,2,1,1,2,1,1,3,2, , , , , , , ,1,1,1,1, , , , ,2,1,3,2,1,2,1,1, , ,1,1, , ,4, ,3, ,2,2,9,2,1, ,1,2, ,2,1,1, ,3,2,2,4,4,1,3,1, , , , , , ,1,69,6,2,1,1, ,1, ,1,1,4,1,1, ,2,1,1,1,1,2,2,2, , ,2,0,1,9,0.4718299,0.4574058
200175,2,180918,180918,1,0,1,3,21,1,R,3,21,,1,1,1,2, , , ,1, ,,2,2,1,3,9,1,3,1,1,1,1,4,1,1,2,1,3,2, , , , , , , ,1,1,1,1, , , , ,2,1,2,2,1,2,1,1, , ,2,2, , ,3, ,3, ,2,1,2,9,1, ,1,1,1, ,2,9, ,4,2,1,4,8,2,3,1, , , , , , ,2,66,5,1,1,3,1,1, ,1,3,10,1,1, ,2,1,2,1,1,2,2,2, , ,2,0,1,9,1.0508613,0.8246045
200177,2,180918,180918,1,0,1,3,40,4,U,3,48,,2,2,2,1, , , ,1, ,,2,1,9,3,1, ,3,1,1,1,2,2,4,2,3,4,4,4, , , , , , , ,1,1,1,1, , , , ,1,1,2,1,1,1,1,1, , ,2,1, , ,2, ,3, ,1,2,1,1,1, ,1,2, ,2,3,1, ,4,2,2,4,4,2,2,2, , , , , , ,2,21,5,2,1,1, ,13, ,1,1,6,1,1, ,2,1,1,1,1,2,2,2, , ,2,0,1,9,1.7274099,2.3470469
200178,2,180918,180918,1,0,1,2,27,5,S,2,55,,2,2,1,4, , , ,2, ,,2,2,2,2,2, ,1,1,2,3,1,2, , , , , , ,2,1,2,4,1,2,3, , , , ,2,2,2,1,2,2,2,2,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,1,1,3,2,2,1,1,4,2,2, , , , ,1,34,4,2,1,1, ,9, , ,4,7,1,2, , ,2,5,5,5,3,3,3, , ,2,0,1,9,1.8784979,2.3741932
200179,2,180918,180918,1,0,1,2,27,5,U,2,27,,5,2,1,1, , , ,1, ,,2,2,9,3,3,3,2,1,3,2,3,9,4,1,2,1,1,3, , , , , , , ,2,1,1,2, , , , ,2,3,3,3,2,3,2,4, , ,1,1, , ,2, ,2, ,1,1,2,1,1, ,1,1,1, ,2,2, ,2,1,4,3,9,1,1,3, , ,3,3,2,3,1,73,4,2,1,1, ,2, ,2,6,3,2,3,9, ,9,3,3, ,1, ,1, , ,2,0,1,9,0.6791823,0.802464
200180,2,180918,180918,1,0,1,3,5,1,R,3,5,,1,1,2,1, , , ,2, ,,2,9,1,3,1, ,9,1,1,1,1,1, , , , , , ,1,1,2,1,1,2,1, , , , ,9,1,1,1,2,3,3,2,1, , , ,1,1, , ,1,1, ,1, ,1,2,1,2, ,2,2,1,2, ,2,2, ,1,4,2,1,4,4,1,4,1,9,1, , , , ,2,75,3,2,1,1, ,1, ,1,1,1,3,1, ,1,1,9,9,9,2,2,2, , ,2,0,1,9,2.6046013,1.7658716
200183,2,180918,180918,1,0,1,2,17,3,S,2,17,,3,1,2,2, , , ,1, ,,2,2,1,1,2, ,3,1,2,1,1,1,9,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,4,3,3,5,2,1,2,2, , ,1,3, , ,1, ,9, ,1,1,1,1,2, ,2,1,1, ,3,2, ,2,1,4,2,2,1,1,4, , ,2,3,2,4,2,52,7,2,1,1, ,2, ,2,9,5,1,2, , ,2,5,5,5,1, ,1, , ,1,1,1,9,0.7223268,0.4275355
200184,2,180918,180918,1,0,1,2,29,4,U,2,29,,4,2,1,1, , , ,1, ,,2,2,2,2,9,2,2,1,2,1,1,1,1,1,1,1,2,1, , , , , , , ,2,2,2,2, , , , ,4,1,4,1,2,2,2,2, , ,2,2, , ,1, ,2, ,2,1,1,1,2, ,2,1,1, ,3,2, ,4,1,4,1,4,2,4,4, , , , , , ,2,37,6,2,2,2, ,13, ,1,5,1,1,2, , ,2,2,4,4,6,1,1, , ,2,0,1,1,1.3760872,1.8020405
200185,2,180918,180918,1,0,1,3,54,2,R,2,29,,2,2,2,1, , , ,1, ,,2,1,1,3,2, ,2,2,3,2,2,1,3,1,2,2,2,3, , , , , , , ,1,1,1,1, , , , ,2,1,2,2,2,2,1,1, , ,2,1, , ,2, ,1, ,2,2,2,1,1, ,1,2, ,2,1,1, ,2,1,2,3,2,2,2,1, , , , , , ,1,33,6,2,1,1, ,1, ,2,5,7,1,1, ,2,1,1,1,1,2,1,1, , ,1,1,1,9,0.5118863,0.3629502
200186,2,180918,180918,1,0,1,2,17,1,,2,17,,1,2,2,2, , , ,2, ,,2,1,1,2,1, ,1,2,3,1,3,2, , , , , , ,1,1,4,1,1,2,4, , , , ,2,1,9,1,3,1,2,2,2, , , ,2,1, , ,1,4, ,4, ,1,2,1,2, ,9,2,1,2, ,9,1, ,1,4,1,1,4,4,1,2,1,1,9, , , , ,1,18,3,2,1,1, ,1, ,2,3,6,1,1, ,1,1,2,1,1,3,3,3, , ,1,1,1,9,1.1030431,1.3881568
200188,2,180918,180918,1,0,1,2,29,4,S,2,29,,4,2,1,3, , , ,2, ,,2,2,2,1,2, ,1,1,2,2,1,3, , , , , , ,2,2,1,2,3,1,2, , , , ,2,2,2,2,2,3,2,4,2, , , ,2,2, , ,2,2, ,2, ,9,2,1,1, ,2,1,1,2, ,2,2, ,2,1,1,4,8,2,1,1,4,9,1, , , , ,1,68,5,2,1,1, ,1, ,2,3,10,1,3,2, ,2,2,3,4,2,2,2, , ,2,0,1,9,0.5525727,0.6580969
200189,2,180918,180918,1,0,1,2,18,4,S,2,18,,4,2,2,1, , , ,2, ,,2,1,1,4,1, ,1,1,1,1,2,1, , , , , , ,2,1,2,1,2,1,3, , , , ,1,1,1,1,1,3,3,1,1, , , ,4,1, , ,1,4, ,4, ,1,2,2,1, ,1,2,1,2, ,2,3, ,9,2,1,2,3,8,2,2,2,1,1, , , , ,2,57,3,2,1,1, ,1, ,2,5,4,1,1, ,1,1,1,1,1,2,2,2, , ,2,0,1,9,2.6046013,2.4076651
200191,2,180918,180918,1,0,1,3,5,2,U,3,5,,2,1,1,4, , , ,2, ,,2,2,2,1,2, ,1,1,2,2,1,2, , , , , , ,1,1,1,2,1,2,4, , , , ,2,2,2,1,1,3,2,2,2, , , ,2,2, , ,2,2, ,3, ,2,1,1,1, ,2,1,1,1,1, ,2, ,2,2,1,4,2,3,1,1,4,2,2, , , , ,1,40,7,2,2,2, ,1, ,1,3,8,1,2, , ,2,4,5,5,2,2,2, , ,2,0,1,9,0.5532715,0.8785376
200194,2,180923,180918,5,0,1,3,48,5,U,3,48,,5,2,2,2, , , ,1, ,,2,2,1,1,1, ,1,2,1,1,3,2,2,1,2,3,3,2, , , , , , , ,1,1,1,1, , , , ,1,1,2,2,1,2,1,1, , ,1,1, , ,4, ,9, ,2,2,9,2,9, ,1,2, ,9,1,1, ,9,2,2,4,2,1,4,1, , ,3,2,2,9,1,67,6,9,9,9, ,2, ,2,1,7,1,1, ,1,1,3,2,2,2,2,2, , ,1,1,1,9,0.604395,0.4393338
200195,2,180918,180918,1,0,1,2,27,5,S,2,27,,5,2,1,1, , , ,2, ,,2,1,1,2,1, ,1,1,1,1,2,1, , , , , , ,1,1,4,1,2,1,2, , , , ,1,1,1,1,1,1,2,3,1, , , ,1,1, , ,1,1, ,1, ,1,2,1,2, ,1,2,1,2, ,1,1, ,1,3,2,2,4,4,1,4,1,1,1, , , , ,2,71,4,2,1,1, ,1, ,2,3,8,1,1, ,1,1,1,1,1,2,2,2, , ,1,1,1,1,1.5720247,0.8043501
200196,2,180918,180918,1,0,1,3,40,4,U,3,48,,4,2,1,1, , , ,2, ,,2,1,1,3,1, ,3,2,1,1,4,1, , , , , , ,1,2,2,3,2,2,2, , , , ,1,1,1,1,2,1,3,1,1, , , ,1,1, , ,1,1, ,2, ,9,2,5,2, ,5,2,1,2, ,2,1, ,1,9,1,2,4,2,1,4,2,2,1, , , , ,1,72,8,9,9,9, ,14,9, ,4,6,1,1, ,1,1,3,2,2,3,3,3, , ,2,0,1,1,0.3012986,0.3786609
200197,2,180918,180918,1,0,1,4,41,4,U,2,18,,3,2,2,1, , , ,1, ,,2,2,2,1,2, ,1,1,2,1,1,1,2,1,2,2,1,1, , , , , , , ,2,2,2,2, , , , ,2,3,2,2,1,1,2,2, , ,2,1, , ,4, ,2, ,1,1,1,1,2, ,2,1,2, ,3,2, ,1,1,4,2,3,1,1,4, , , , , , ,1,34,6,2,1,1, ,9, , ,5,9,1,2, , ,2,3,4,4,4,2,2, , ,2,0,1,1,0.5106649,0.7673131
200198,2,180918,180918,1,0,1,3,40,1,S,3,40,,4,2,2,1, , , ,2, ,,2,2,1,2,1, ,1,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,2, , , , ,1,1,1,1,2,1,3,1,1, , , ,1,1, , ,1,1, ,1, ,1,2,2,2, ,1,2,1,2, ,2,3, ,1,3,2,1,4,8,1,4,1,1,9, , , , ,2,62,6,2,1,1, ,1, ,1,1,8,1,1, ,1,1,1,1,1,2,2,2, , ,1,1,1,9,0.4778954,0.4142747
200199,2,180918,180918,1,0,1,3,12,2,S,2,17,,5,2,1,1, , , ,1, ,,2,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,3,1, , , , , , , ,1,1,1,1, , , , ,1,3,1,2,1,2,1,1, , ,1,1, , ,4, ,2, ,2,2,2,2,1, ,2,2, ,2,3,1, ,2,2,2,4,3,1,4,1, , ,4,4,2,4,1,72,7,2,1,1, ,2, ,2,2,8,1,1, ,1,1,2,1,1,2,2,2, , ,2,0,1,9,0.4311663,0.3507973
200201,2,180920,180918,2,0,1,2,29,5,U,2,29,,4,2,1,1, , , ,1, ,,2,1,1,2,1, ,1,2,3,1,3,2,3,1,2,3,3,2, , , , , , , ,1,1,1,1, , , , ,1,3,2,2,1,2,1,1, , ,1,1, , ,4, ,2, ,1,2,2,1,1, ,2,2, ,1,3,1, ,3,1,2,3,4,2,2,2, , , , , , ,1,21,5,2,1,1, ,1, ,1,1,8,1,1, ,2,1,1,1,1,4,4,3, , ,2,0,1,9,0.8214921,1.4060004
200203,2,180918,180918,1,0,1,2,17,3,S,2,17,,3,2,1,1, , , ,1, ,,2,1,1,1,1, ,1,1,1,1,1,1,3,1,3,1,9,4, , , , , , , ,1,1,2,2, , , , ,2,1,3,2,2,1,2,1, , ,1,2, , ,3, ,3, ,1,1,2,2,2, ,1,2, ,1,3,1, ,4,1,4,4,4,1,1,3, , , , , , ,1,32,3,9,9,9, ,13, ,9,3,6,1,1, ,2,1,2,1,1,2,1,1, , ,2,0,1,9,1.2948846,1.6361172
200205,2,180918,180918,1,0,1,2,19,1,R,2,19,,1,2,2,2, , , ,2, ,,2,2,2,3,9,2,2,2,3,2,1,1, , , , , , ,1,2,1,3,2,1,2, , , , ,2,1,2,1,4,3,4,2,9, , , ,1,4, , ,2,1, ,2, ,2,1,1,1, ,2,1,2,1,1, ,3, ,1,4,2,3,2,2,2,3,3,1,2, , , , ,2,50,6,2,1,1, ,1, ,1,2,8,1,3,1,2,1,3,3,2,7,3,3, , ,2,0,1,9,0.53051,0.744926
200206,2,180918,180918,1,0,1,3,22,2,S,3,22,,2,2,1,4, , , ,2, ,,2,2,9,4,2, ,2,2,3,2,1,2, , , , , , ,3,2,2,4,1,2,3, , , , ,2,2,1,1,2,3,2,1,2, , , ,1,1, , ,2,1, ,4, ,1,2,2,1, ,1,1,1,1,2, ,3, ,1,2,1,2,3,2,3,2,3,1,1, , , , ,2,50,7,2,1,1, ,11,2, ,6,7,1,1, ,2,1,3,2,2,2,2,2, , ,2,0,1,9,0.5057222,0.6983974
200207,2,180918,180918,1,0,1,4,35,1,R,3,48,,3,1,2,3, , , ,1, ,,2,1,1,1,1, ,1,1,1,1,2,1,2,1,1,2,3,4, , , , , , , ,1,1,1,1, , , , ,2,1,1,1,1,2,1,1, , ,1,1, , ,4, ,9, ,2,2,2,2,1, ,1,2, ,1,3,1, ,3,2,2,3,4,1,4,1, , ,4,4,4,3,2,65,4,2,1,1, ,2, ,1,2,2,1,1, ,1,1,1,1,1,2,2,2, , ,2,0,1,9,0.4799861,0.4382146
200208,2,180918,180918,1,0,1,2,19,2,,2,19,,2,2,2,2, , , ,2, ,,2,1,1,4,1, ,2,1,1,1,1,1, , , , , , ,1,1,1,1,1,1,1, , , , ,1,1,1,1,1,1,2,2,1, , , ,1,1, , ,1,1, ,1, ,9,1,2,1, ,2,2,1,2, ,2,3, ,1,4,2,2,4,4,1,3,1,1,2, , , , ,2,99,4,2,1,1, ,1, ,1,1,8,1,1, ,1,1,1,1,1,2,2,2, , ,2,0,1,9,0.9454391,0.9014459
200210,2,180918,180918,1,0,1,2,29,4,S,2,17,,5,1,2,1, , , ,2, ,,2,2,2,1,2, ,1,1,2,1,1,1, , , , , , ,1,1,1,1,2,2,2, , , , ,2,2,2,2,3,2,2,2,2, , , ,2,2, , ,2,2, ,4, ,2,1,1,1, ,2,1,2,1,1, ,2, ,2,2,1,4,2,1,1,1,3,2,2,2,9,1,9,1,30,6,2,1,1, ,2, ,2,4,7,1,2, , ,2,5,5,5,1, ,1, , ,2,0,1,9,0.4493569,0.5796887
200212,2,180918,180918,1,0,1,2,29,2,R,2,29,,2,2,2,1, , , ,1, ,,2,1,1,1,1, ,1,1,3,1,2,1,4,1,3,4,4,4, , , , , , , ,1,1,1,1, , , , ,2,1,1,2,1,2,4,1, , ,1,1, , ,1, ,3, ,2,2,1,1,5, ,1,1,2, ,3,1, ,9,2,3,4,3,1,4,1, , , , , , ,1,65,3,2,1,1, ,1, ,1,1,4,1,3,1,1,1,1,3,1,2,2,2, , ,1,1,1,9,1.195227,0.7061972
200214,2,180918,180918,1,0,1,2,20,2,,2,20,,2,2,2,2, , , ,1, ,,2,2,2,1,2, ,2,1,2,1,1,1,1,1,1,1,1,1, , , , , , , ,2,2,2,2, , , , ,4,2,4,3,2,1,2,2, , ,2,2, , ,1, ,2, ,1,1,1,1,2, ,2,1,1, ,3,2, ,1,1,4,1,3,2,1,4, , , , , , ,2,65,3,2,1,1, ,13, ,1,5,2,2,2, , ,2,3,4,4,3,2,2, , ,2,0,1,9,1.2390001,0.9354308
